SEQ_NO,FINAN_YEAR,ADMNSTMACH_CD,ADMNSTMACH_NM,TOT_ANEXPTR_BUDGET_PRICE,BEFORE_YEAR_ANEXPTR_BUDGET_PRICE,ANEXPTR_BUDGET_IRDS_RT,CLTUR_TURSM_BUDGET_PRICE,BEFORE_YEAR_CLTUR_TURSM_BUDGET_PRICE,CLTUR_TURSM_BUDGET_IRDS_RT,CLTUR_TURSM_BUDGET_RATE,TOT_POPLTN_CO,ONE_PSNBY_CLTUR_TURSM_BUDGET_PRICE
879,2019,4413000000,충청남도 천안시,1887270000000,1704700000000,10.71,2811372000,2869756000,-2.03,0.15,617955,4549
880,2019,4415000000,충청남도 공주시,657957380000,601970816000,9.3,3904500000,3872433000,0.83,0.59,109931,35518
881,2019,4418000000,충청남도 보령시,720546769000,704586736000,2.27,423242000,392938000,7.71,0.06,103873,4075
882,2019,4420000000,충청남도 아산시,1121079921000,997304325000,12.41,6052136000,2445707000,147.46,0.54,302929,19979
883,2019,4421000000,충청남도 서산시,994000281000,815294631000,21.92,1161880000,1495513000,-22.31,0.12,170788,6803
884,2019,4423000000,충청남도 논산시,734361388000,694783192000,5.7,2815502000,973524000,189.21,0.38,123213,22851
885,2019,4425000000,충청남도 계룡시,205427801000,164241667000,25.08,148755000,92386000,61.01,0.07,42634,3489
886,2019,4427000000,충청남도 당진시,870785552000,848691963000,2.6,2049518000,362431000,465.49,0.24,166630,12300
887,2019,4471000000,충청남도 금산군,399025736000,375403230000,6.29,282612000,110038000,156.83,0.07,54612,5175
888,2019,4476000000,충청남도 부여군,539350904000,496978375000,8.53,20160980000,16700350000,20.72,3.74,70187,287247
889,2019,4477000000,충청남도 서천군,506693070000,452743353000,11.92,1257467000,2351271000,-46.52,0.25,56012,22450
890,2019,4479000000,충청남도 청양군,401610000000,359684099000,11.66,380394000,414800000,-8.29,0.09,32753,11614
891,2019,4480000000,충청남도 홍성군,620989417000,582565362000,6.6,1200190000,5302576000,-77.37,0.19,99971,12005
892,2019,4481000000,충청남도 예산군,601968153000,550754195000,9.3,1477646000,1363835000,8.34,0.25,81339,18167
893,2019,4482500000,충청남도 태안군,550480130000,476268190000,15.58,3147106000,262793000,1097.56,0.57,63900,49250
894,2019,4500000000,전라북도,7053029207000,6407876434000,10.07,43260803000,38670529000,11.87,0.61,1864791,23199
895,2019,4511000000,전라북도 전주시,1843197017000,1828571345000,0.8,11669529000,7770187000,50.18,0.63,651744,17905
896,2019,4513000000,전라북도 군산시,1177529543000,1014561053000,16.06,4734964000,2824712000,67.63,0.4,277551,17060
897,2019,4514000000,전라북도 익산시,1226426373000,1109587721000,10.53,9227204000,7979988000,15.63,0.75,300479,30708
898,2019,4518000000,전라북도 정읍시,936344162000,821975235000,13.91,3217733000,1753901000,83.46,0.34,115173,27938
899,2019,4519000000,전라북도 남원시,742507939000,658880355000,12.69,5863382000,5231923000,12.07,0.79,84188,69646
900,2019,4521000000,전라북도 김제시,803525158000,652346567000,23.17,780104000,1662360000,-53.07,0.1,87782,8887
901,2019,4571000000,전라북도 완주군,664896515000,615891223000,7.96,1701181000,2031630000,-16.27,0.26,95480,17817
902,2019,4572000000,전라북도 진안군,441004868000,413229406000,6.72,103136000,148563000,-30.58,0.02,26069,3956
903,2019,4573000000,전라북도 무주군,381275238000,326466630000,16.79,315182000,106963000,194.66,0.08,24949,12633
904,2019,4574000000,전라북도 장수군,346220235000,314208743000,10.19,334544000,1036560000,-67.73,0.1,23628,14159
905,2019,4575000000,전라북도 임실군,412088505000,379615281000,8.55,539181000,1280400000,-57.89,0.13,30197,17855
906,2019,4577000000,전라북도 순창군,400910559000,354395879000,13.13,158918000,499539000,-68.19,0.04,29949,5306
907,2019,4579000000,전라북도 고창군,598417957000,572335168000,4.56,4962851000,5106153000,-2.81,0.83,60597,81899
908,2019,4580000000,전라북도 부안군,614224836000,572280497000,7.33,2085358000,1226896000,69.97,0.34,57005,36582
909,2019,4600000000,전라남도,8423825265000,7570448795000,11.27,51010549000,41494626000,22.93,0.61,1903914,26792
910,2019,4611000000,전라남도 목포시,765444288000,696598340000,9.88,6123952000,410317000,1392.49,0.8,237739,25759
911,2019,4613000000,전라남도 여수시,1406247129000,1119820728000,25.58,5630361000,3106549000,81.24,0.4,288988,19483
912,2019,4615000000,전라남도 순천시,1278353380000,1204114785000,6.17,3986192000,8068892000,-50.6,0.31,278548,14311
913,2019,4617000000,전라남도 나주시,698891250000,646664726000,8.08,5181713000,1038535000,398.94,0.74,104376,49645
914,2019,4623000000,전라남도 광양시,987122694000,955420243000,3.32,855259000,574222000,48.94,0.09,155580,5497
915,2019,4671000000,전라남도 담양군,372834938000,367691888000,1.4,4547108000,1464603000,210.47,1.22,47229,96278
916,2019,4672000000,전라남도 곡성군,402583144000,361641530000,11.32,918989000,1185067000,-22.45,0.23,30400,30230
917,2019,4673000000,전라남도 구례군,296826029000,279975525000,6.02,4770998000,2786403000,71.22,1.61,27412,174048
918,2019,4677000000,전라남도 고흥군,606020584000,561870778000,7.86,761364000,1674356000,-54.53,0.13,67656,11253
919,2019,4678000000,전라남도 보성군,486016270000,436149441000,11.43,932304000,584074000,59.62,0.19,44469,20965
920,2019,4679000000,전라남도 화순군,512450740000,493796715000,3.78,985693000,1581693000,-37.68,0.19,65303,15094
921,2019,4680000000,전라남도 장흥군,412333247000,341954707000,20.58,1093371000,787475000,38.85,0.27,40669,26885
922,2019,4681000000,전라남도 강진군,352304014000,339940335000,3.64,3277105000,3368362000,-2.71,0.93,37753,86804
923,2019,4682000000,전라남도 해남군,745726870000,573285132000,30.08,7900066000,6068040000,30.19,1.06,75121,105165
924,2019,4683000000,전라남도 영암군,474728488000,440419450000,7.79,527080000,916354000,-42.48,0.11,57045,9240
925,2019,4684000000,전라남도 무안군,495469936000,445186164000,11.29,811744000,266764000,204.29,0.16,82109,9886
926,2019,4686000000,전라남도 함평군,361563405000,334852459000,7.98,219789000,139889000,57.12,0.06,34397,6390
927,2019,4687000000,전라남도 영광군,511453496000,505715975000,1.13,727286000,2961396000,-75.44,0.14,55618,13076
928,2019,4688000000,전라남도 장성군,408131102000,400060888000,2.02,1967125000,916407000,114.66,0.48,46104,42667
929,2019,4689000000,전라남도 완도군,462068848000,379487033000,21.76,542875000,1110123000,-51.1,0.12,52668,10307
930,2019,4690000000,전라남도 진도군,325917866000,313325190000,4.02,687403000,355903000,93.14,0.21,32078,21429
931,2019,4691000000,전라남도 신안군,466670449000,433790912000,7.58,93071000,1455591000,-93.61,0.02,42652,2182
932,2019,4700000000,경상북도,9882832647000,8988625470000,9.95,73159843000,52979855000,38.09,0.74,2700398,27092
933,2019,4711000000,경상북도 포항시,1912706142000,1788612073000,6.94,742098000,1648666000,-54.99,0.04,516775,1436
934,2019,4713000000,경상북도 경주시,1318240774000,1187085050000,11.05,42632751000,24170343000,76.38,3.23,259452,164318
935,2019,4715000000,경상북도 김천시,1050690862000,1015363658000,3.48,3416993000,678239000,403.8,0.33,142256,24020
936,2019,4717000000,경상북도 안동시,1093881175000,1038342584000,5.35,7294427000,5193350000,40.46,0.67,168798,43214
937,2019,4719000000,경상북도 구미시,1240366505000,1131053956000,9.66,1447297000,470816000,207.4,0.12,419891,3447
938,2019,4721000000,경상북도 영주시,721367399000,660008787000,9.3,3448742000,1243175000,177.41,0.48,109247,31568
939,2019,4723000000,경상북도 영천시,737011000000,685581213000,7.5,1303713000,2076959000,-37.23,0.18,100521,12970
940,2019,4725000000,경상북도 상주시,906842113000,783260031000,15.78,2215826000,1857821000,19.27,0.24,101799,21767
941,2019,4728000000,경상북도 문경시,690870000000,630770000000,9.53,1465595000,1377103000,6.43,0.21,74702,19619
942,2019,4729000000,경상북도 경산시,985303010000,956118949000,3.05,904816000,1418197000,-36.2,0.09,258037,3507
943,2019,4772000000,경상북도 군위군,329481763000,316836293000,3.99,424185000,422875000,0.31,0.13,24171,17549
944,2019,4773000000,경상북도 의성군,551300849000,521260211000,5.76,752093000,349802000,115.01,0.14,54014,13924
945,2019,4775000000,경상북도 청송군,336287728000,313115340000,7.4,673609000,854989000,-21.21,0.2,26301,25612
946,2019,4776000000,경상북도 영양군,292731309000,276381336000,5.92,133336000,272236000,-51.02,0.05,17713,7528
947,2019,4777000000,경상북도 영덕군,412323755000,409638832000,0.66,403487000,600649000,-32.82,0.1,39052,10332
948,2019,4782000000,경상북도 청도군,376433010000,360074613000,4.54,699564000,1298794000,-46.14,0.19,43564,16058
949,2019,4783000000,경상북도 고령군,319732529000,298230102000,7.21,1247382000,1720838000,-27.51,0.39,34257,36412
950,2019,4784000000,경상북도 성주군,460926000000,410617000000,12.25,3110849000,2749253000,13.15,0.67,45205,68816
951,2019,4785000000,경상북도 칠곡군,492600000000,462600000000,6.49,2298758000,512802000,348.27,0.47,123199,18659
952,2019,4790000000,경상북도 예천군,434639000000,408280060000,6.46,591326000,772217000,-23.42,0.14,46166,12809
953,2019,4792000000,경상북도 봉화군,424693136000,377671104000,12.45,874886000,709876000,23.24,0.21,33539,26086
954,2019,4793000000,경상북도 울진군,588072919000,708604145000,-17.01,397416000,2271040000,-82.5,0.07,51738,7681
955,2019,4794000000,경상북도 울릉군,172096074000,158720521000,8.43,1549630000,2457097000,-36.93,0.9,10001,154948
956,2019,4800000000,경상남도,8735864793000,7961115937000,9.73,47073372000,29424767000,59.98,0.54,3373871,13952
957,2019,4812000000,경상남도 창원시,3219820364000,2895628568000,11.2,1067046000,916112000,16.48,0.03,1063907,1003
958,2019,4817000000,경상남도 진주시,1656437636000,1239878229000,33.6,1356612000,470625000,188.26,0.08,346739,3912
959,2019,4822000000,경상남도 통영시,589277444000,549104915000,7.32,1502013000,731079000,105.45,0.25,138160,10872
960,2019,4824000000,경상남도 사천시,694870117000,600108721000,15.79,863212000,1109800000,-22.22,0.12,114912,7512
961,2019,4825000000,경상남도 김해시,1611338228000,1465307328000,9.97,12517910000,3886798000,222.06,0.78,529422,23644
962,2019,4827000000,경상남도 밀양시,729666971000,685521441000,6.44,2640274000,3672557000,-28.11,0.36,108354,24367
963,2019,4831000000,경상남도 거제시,738759577000,726023364000,1.75,649000000,239000000,171.55,0.09,257183,2523
964,2019,4833000000,경상남도 양산시,1178161575000,1038233528000,13.48,2108486000,2964124000,-28.87,0.18,317037,6651
965,2019,4872000000,경상남도 의령군,450898130000,423709610000,6.42,453460000,314845000,44.03,0.1,28111,16131
966,2019,4873000000,경상남도 함안군,489082544000,455245574000,7.43,4724100000,3329800000,41.87,0.97,68937,68528
967,2019,4874000000,경상남도 창녕군,523459744000,476211726000,9.92,4570712000,2751145000,66.14,0.87,63982,71437
968,2019,4882000000,경상남도 고성군,511845932000,429935996000,19.05,1819715000,1907747000,-4.61,0.36,54703,33265
969,2019,4884000000,경상남도 남해군,525574259000,434990593000,20.82,2577586000,1690604000,52.47,0.49,45129,57116
970,2019,4885000000,경상남도 하동군,535438362000,506982532000,5.61,923820000,1634993000,-43.5,0.17,49622,18617
971,2019,4886000000,경상남도 산청군,465445424000,414573294000,12.27,2067930000,920179000,124.73,0.44,36098,57287
972,2019,4887000000,경상남도 함양군,502281663000,459059662000,9.42,1355062000,1359954000,-0.36,0.27,40241,33674
973,2019,4888000000,경상남도 거창군,562292849000,515084802000,9.17,384513000,398768000,-3.57,0.07,63308,6074
974,2019,4889000000,경상남도 합천군,559965393000,520453283000,7.59,2809470000,1892100000,48.48,0.5,48026,58499
975,2019,5000000000,제주특별자치도,6032330256000,5776143019000,4.44,20207962000,16461302000,22.76,0.33,641597,31496
976,2020,1100000000,서울특별시,41984488460000,38781400115000,8.26,99015460000,80426920000,23.11,0.24,9857426,10045
977,2020,1111000000,서울특별시 종로구,639001995000,571512931000,11.81,253546000,302700000,-16.24,0.04,152737,1660
978,2020,1114000000,서울특별시 중구,557679150000,474528907000,17.52,273473000,112592000,142.89,0.05,125249,2183
979,2020,1117000000,서울특별시 용산구,571695063000,493395738000,15.87,68544000,249908000,-72.57,0.01,230241,298
980,2020,1120000000,서울특별시 성동구,583629947000,537969389000,8.49,64810000,57771000,12.18,0.01,299259,217
981,2020,1121500000,서울특별시 광진구,684269187000,593486175000,15.3,305104000,160572000,90.01,0.04,357215,854
982,2020,1123000000,서울특별시 동대문구,671114985000,601097172000,11.65,128865000,9702000,1228.23,0.02,355069,363
983,2020,1126000000,서울특별시 중랑구,788606664000,701830991000,12.36,42000000,98000000,-57.14,0.01,411005,102
984,2020,1129000000,서울특별시 성북구,783678530000,702380126000,11.57,2137470000,214344000,897.21,0.27,450355,4746
985,2020,1130500000,서울특별시 강북구,817264895000,715833988000,14.17,132836000,274940000,-51.69,0.02,327195,406
986,2020,1132000000,서울특별시 도봉구,680801509000,610831818000,11.45,206708000,82934000,149.24,0.03,348220,594
987,2020,1135000000,서울특별시 노원구,1000271778000,905141308000,10.51,396643000,150856000,162.93,0.04,567581,699
988,2020,1138000000,서울특별시 은평구,866309639000,767683256000,12.85,858333000,1032694000,-16.88,0.1,491476,1746
989,2020,1141000000,서울특별시 서대문구,668334768000,594060767000,12.5,216102000,111770000,93.35,0.03,314194,688
990,2020,1144000000,서울특별시 마포구,764829969000,672582083000,13.72,143896000,179172000,-19.69,0.02,379892,379
991,2020,1147000000,서울특별시 양천구,811895171000,721471022000,12.53,143388000,141372000,1.43,0.02,477739,300
992,2020,1150000000,서울특별시 강서구,1126119797000,996651909000,12.99,329478000,335802000,-1.88,0.03,595485,553
993,2020,1153000000,서울특별시 구로구,771479717000,706351154000,9.22,0,0,,0,417551,0
994,2020,1154500000,서울특별시 금천구,549936882000,477856701000,15.08,259376000,732528000,-64.59,0.05,235386,1102
995,2020,1156000000,서울특별시 영등포구,689876461000,619121924000,11.43,0,0,,0,370613,0
996,2020,1159000000,서울특별시 동작구,736832256000,626113925000,17.68,59138000,37200000,58.97,0.01,400997,147
997,2020,1162000000,서울특별시 관악구,810903745000,715236851000,13.38,99876000,281102000,-64.47,0.01,506851,197
998,2020,1165000000,서울특별시 서초구,934761333000,872373855000,7.15,4428000,83780000,-94.71,0,447192,10
999,2020,1168000000,서울특별시 강남구,1352339704000,1188043534000,13.83,34188000,25820000,32.41,0,567115,60
1000,2020,1171000000,서울특별시 송파구,961924270000,856656527000,12.29,306458000,275158000,11.38,0.03,657831,466
1001,2020,1174000000,서울특별시 강동구,847729066000,885572160000,-4.27,223168000,167285000,33.41,0.03,444168,502
1002,2020,2600000000,부산광역시,13780451724000,12901267298000,6.81,9306708000,10417760000,-10.66,0.07,3498529,2660
1003,2020,2611000000,부산광역시 중구,194977064000,171122803000,13.94,0,0,,0,45208,0
1004,2020,2614000000,부산광역시 서구,292730988000,251955981000,16.18,40396000,25460000,58.66,0.01,112973,358
1005,2020,2617000000,부산광역시 동구,266788092000,239216022000,11.53,141530000,27058000,423.06,0.05,89826,1576
1006,2020,2620000000,부산광역시 영도구,333852041000,301109131000,10.87,1656888000,230880000,617.64,0.5,126362,13112
1007,2020,2623000000,부산광역시 부산진구,636685948000,541169121000,17.65,28786000,62816000,-54.17,0,376526,76
1008,2020,2626000000,부산광역시 동래구,446973330000,395211120000,13.1,24640000,16100000,53.04,0.01,272745,90
1009,2020,2629000000,부산광역시 남구,425329131000,359959001000,18.16,40832000,0,,0.01,278779,146
1010,2020,2632000000,부산광역시 북구,509389315000,448226625000,13.65,7000000,8000000,-12.5,0,310202,23
1011,2020,2635000000,부산광역시 해운대구,614831575000,577110014000,6.54,12054000,10740000,12.23,0,419853,29
1012,2020,2638000000,부산광역시 사하구,488125210000,476737738000,2.39,18000000,12390000,45.28,0,334603,54
1013,2020,2641000000,부산광역시 금정구,438823503000,409879800000,7.06,481918000,1765924000,-72.71,0.11,244624,1970
1014,2020,2644000000,부산광역시 강서구,369344224000,313545227000,17.8,3592000,1800000,99.56,0,108909,33
1015,2020,2647000000,부산광역시 연제구,382334159000,328465346000,16.4,438186000,211876000,106.81,0.11,207268,2114
1016,2020,2650000000,부산광역시 수영구,355893867000,304169637000,17.01,125246000,141172000,-11.28,0.04,179324,698
1017,2020,2653000000,부산광역시 사상구,427024734000,377428559000,13.14,43884000,38398000,14.29,0.01,232800,189
1018,2020,2671000000,부산광역시 기장군,595170362000,516251565000,15.29,448372000,570814000,-21.45,0.08,158527,2828
1019,2020,2700000000,대구광역시,10920689661000,8822143600000,23.79,6358199000,5349859000,18.85,0.06,2484557,2559
1020,2020,2711000000,대구광역시 중구,300064650000,234459973000,27.98,311400000,363100000,-14.24,0.1,79712,3907
1021,2020,2714000000,대구광역시 동구,659596564000,601851537000,9.59,1058276000,597626000,77.08,0.16,351352,3012
1022,2020,2717000000,대구광역시 서구,404635975000,367905119000,9.98,100000000,0,,0.02,199507,501
1023,2020,2720000000,대구광역시 남구,387736481000,332251126000,16.7,8462000,87224000,-90.3,0,156433,54
1024,2020,2723000000,대구광역시 북구,682189194000,619537434000,10.11,1177448000,92448000,1173.63,0.17,440383,2674
1025,2020,2726000000,대구광역시 수성구,684251801000,609368518000,12.29,169160000,232160000,-27.14,0.02,447011,378
1026,2020,2729000000,대구광역시 달서구,812521670000,735310946000,10.5,265593000,2982000,8806.54,0.03,591891,449
1027,2020,2771000000,대구광역시 달성군,806734142000,735299578000,9.72,725994000,1146146000,-36.66,0.09,218268,3326
1028,2020,2800000000,인천광역시,11920554441000,10768928815000,10.69,4112777000,8310851000,-50.51,0.03,2943069,1397
1029,2020,2811000000,인천광역시 중구,424857789000,403657170000,5.25,1103060000,729744000,51.16,0.26,115249,9571
1030,2020,2814000000,인천광역시 동구,379242784000,318754764000,18.98,185254000,168266000,10.1,0.05,71014,2609
1031,2020,2817700000,인천광역시 미추홀구,753898129000,662722987000,13.76,286610000,154564000,85.43,0.04,417103,687
1032,2020,2818500000,인천광역시 연수구,624037678000,609334745000,2.41,452762000,356466000,27.01,0.07,328627,1378
1033,2020,2820000000,인천광역시 남동구,894448447000,820269193000,9.04,59814000,64464000,-7.21,0.01,530982,113
1034,2020,2823700000,인천광역시 부평구,937695551000,843438200000,11.18,103032000,476896000,-78.4,0.01,549716,187
1035,2020,2824500000,인천광역시 계양구,599833977000,485816244000,23.47,35900000,18000000,99.44,0.01,330284,109
1036,2020,2826000000,인천광역시 서구,938069091000,940293997000,-0.24,1385480000,503309000,175.27,0.15,510733,2713
1037,2020,2871000000,인천광역시 강화군,566070468000,504156335000,12.28,1380132000,4750286000,-70.95,0.24,68010,20293
1038,2020,2872000000,인천광역시 옹진군,337521753000,286449152000,17.83,30740000,71050000,-56.73,0.01,21351,1440
1039,2020,2900000000,광주광역시,6140721042000,5435381444000,12.98,40143250000,21028738000,90.9,0.65,1469214,27323
1040,2020,2911000000,광주광역시 동구,312217032000,265234476000,17.71,354461000,1233000000,-71.25,0.11,95791,3700
1041,2020,2914000000,광주광역시 서구,514330213000,458986242000,12.06,166000000,95000000,74.74,0.03,309579,536
1042,2020,2915500000,광주광역시 남구,419172216000,355781714000,17.82,29000000,102280000,-71.65,0.01,219729,132
1043,2020,2917000000,광주광역시 북구,723849511000,676647316000,6.98,154450000,165354000,-6.59,0.02,441066,350
1044,2020,2920000000,광주광역시 광산구,679871265000,605658995000,12.25,210000000,153030000,37.23,0.03,403049,521
1045,2020,3000000000,대전광역시,6782711840000,5752981715000,17.9,5998566000,3179646000,88.66,0.09,1514370,3961
1046,2020,3011000000,대전광역시 동구,537404122000,468696771000,14.66,115183000,92028000,25.16,0.02,234959,490
1047,2020,3014000000,대전광역시 중구,500593428000,445516429000,12.36,214182000,5000000,4183.64,0.04,252490,848
1048,2020,3017000000,대전광역시 서구,856914221000,725790932000,18.07,33738000,162420000,-79.23,0,491011,69
1049,2020,3020000000,대전광역시 유성구,593792714000,537829536000,10.41,47944000,199424000,-75.96,0.01,343222,140
1050,2020,3023000000,대전광역시 대덕구,456907261000,410356693000,11.34,276400000,340036000,-18.71,0.06,192688,1434
1051,2020,3100000000,울산광역시,4401890979000,4100049021000,7.36,12572611000,9719196000,29.36,0.29,1172304,10725
1052,2020,3111000000,울산광역시 중구,386757096000,372889171000,3.72,425821000,561748000,-24.2,0.11,242536,1756
1053,2020,3114000000,울산광역시 남구,535713902000,476382775000,12.45,0,0,,0,340714,0
1054,2020,3117000000,울산광역시 동구,295550080000,269992674000,9.47,68413000,152880000,-55.25,0.02,174514,392
1055,2020,3120000000,울산광역시 북구,380782461000,320002853000,18.99,230497000,420077000,-45.13,0.06,195285,1180
1056,2020,3171000000,울산광역시 울주군,917131382000,952508462000,-3.71,9858337000,7060764000,39.62,1.07,219255,44963
1057,2020,3600000000,세종특별자치시,1760324553000,1726445940000,1.96,2984560000,1256905000,137.45,0.17,243048,12280
1058,2020,4100000000,경기도,31737661131000,29466252442000,7.71,80656190000,50285481000,60.4,0.25,12716780,6343
1059,2020,4111000000,경기도 수원시,2990512017000,2912059156000,2.69,16512791000,12021364000,37.36,0.55,1194041,13829
1060,2020,4113000000,경기도 성남시,3508177986000,3454134430000,1.56,1597625000,1559485000,2.45,0.05,974580,1639
1061,2020,4115000000,경기도 의정부시,1341329373000,1123467884000,19.39,41450000,1141345000,-96.37,0,438457,95
1062,2020,4117000000,경기도 안양시,1730805720000,1566969675000,10.46,1881808000,1310120000,43.64,0.11,597414,3150
1063,2020,4119000000,경기도 부천시,2320644314000,1985793556000,16.86,1207810000,1654227000,-26.99,0.05,851380,1419
1064,2020,4121000000,경기도 광명시,973837919000,878570360000,10.84,301534000,4886976000,-93.83,0.03,339484,888
1065,2020,4122000000,경기도 평택시,2026597343000,1829899912000,10.75,16208516000,4148706000,290.69,0.8,470832,34425
1066,2020,4125000000,경기도 동두천시,555646578000,485089319000,14.55,197505000,1518948000,-87,0.04,98277,2010
1067,2020,4127000000,경기도 안산시,2627782766000,2465682120000,6.57,559108000,1591243000,-64.86,0.02,689859,810
1068,2020,4128000000,경기도 고양시,2971152158000,2409329445000,23.32,2627290000,3411158000,-22.98,0.09,1039684,2527
1069,2020,4129000000,경기도 과천시,1105090762000,486977889000,126.93,433688000,315760000,37.35,0.04,63778,6800
1070,2020,4131000000,경기도 구리시,667802208000,610029411000,9.47,1153348000,481598000,139.48,0.17,193763,5952
1071,2020,4136000000,경기도 남양주시,1872998335000,1596685823000,17.31,2470166000,824716000,199.52,0.13,662154,3731
1072,2020,4137000000,경기도 오산시,680603265000,659830404000,3.15,521598000,1284425000,-59.39,0.08,208656,2500
1073,2020,4139000000,경기도 시흥시,1672163475000,1631492356000,2.49,118000000,791822000,-85.1,0.01,402888,293
1074,2020,4141000000,경기도 군포시,776651207000,783150390000,-0.83,615736000,450452000,36.69,0.08,284890,2161
1075,2020,4143000000,경기도 의왕시,497734548000,480729348000,3.54,353188000,438652000,-19.48,0.07,156763,2253
1076,2020,4145000000,경기도 하남시,783857469000,708426369000,10.65,269500000,49722000,442.01,0.03,211101,1277
1077,2020,4146000000,경기도 용인시,2600280729000,2409194218000,7.93,5910160000,5051541000,17,0.23,991126,5963
1078,2020,4148000000,경기도 파주시,1647555987000,1372460498000,20.04,4009818000,625272000,541.29,0.24,430781,9308
1079,2020,4150000000,경기도 이천시,1354714579000,1036179636000,30.74,3847639000,396692000,869.93,0.28,210359,18291
1080,2020,4155000000,경기도 안성시,944618500000,869890455000,8.59,7640982000,4667926000,63.69,0.81,182896,41778
1081,2020,4157000000,경기도 김포시,1492267551000,1205922676000,23.74,2147865000,1652774000,29.96,0.14,363443,5910
1082,2020,4159000000,경기도 화성시,2609066445000,2648742844000,-1.5,6555164000,3672260000,78.5,0.25,640890,10228
1083,2020,4161000000,경기도 광주시,1125972017000,1045100911000,7.74,1524093000,777164000,96.11,0.14,327723,4651
1084,2020,4163000000,경기도 양주시,929734550000,783412422000,18.68,2152770000,1011052000,112.92,0.23,205513,10475
1085,2020,4165000000,경기도 포천시,1095087466000,663514090000,65.04,689300000,1307400000,-47.28,0.06,154763,4454
1086,2020,4167000000,경기도 여주시,932975595000,755337264000,23.52,1571962000,1456200000,7.95,0.17,111563,14090
1087,2020,4180000000,경기도 연천군,560569179000,426315605000,31.49,1055139000,1410719000,-25.21,0.19,45907,22984
1088,2020,4182000000,경기도 가평군,494820438000,454499352000,8.87,189576000,162036000,17,0.04,62448,3036
1089,2020,4183000000,경기도 양평군,774966559000,669122915000,15.82,531108000,1303132000,-59.24,0.07,111367,4769
1090,2020,4200000000,강원도,7443524404000,6724093516000,10.7,13489262000,16952267000,-20.43,0.18,1550806,8698
1091,2020,4211000000,강원도 춘천시,1473952526000,1303897448000,13.04,596375000,187264000,218.47,0.04,280707,2125
1092,2020,4213000000,강원도 원주시,1464607463000,1290473396000,13.49,897800000,1897800000,-52.69,0.06,337979,2656
1093,2020,4215000000,강원도 강릉시,1068571763000,964604065000,10.78,3243507000,913893000,254.91,0.3,213846,15167
1094,2020,4217000000,강원도 동해시,450675402000,380717378000,18.38,698930000,494930000,41.22,0.16,93297,7491
1095,2020,4219000000,강원도 태백시,385505667000,387129319000,-0.42,477700000,104000000,359.33,0.12,47070,10149
1096,2020,4221000000,강원도 속초시,441087897000,372491854000,18.42,317400000,1497500000,-78.8,0.07,81793,3881
1097,2020,4223000000,강원도 삼척시,617901728000,554391033000,11.46,1269620000,1641456000,-22.65,0.21,69599,18242
1098,2020,4272000000,강원도 홍천군,660344043000,594637960000,11.05,70500000,116000000,-39.22,0.01,70076,1006
1099,2020,4273000000,강원도 횡성군,543385729000,472139037000,15.09,91444000,160000000,-42.85,0.02,45991,1988
1100,2020,4275000000,강원도 영월군,459750212000,403405596000,13.97,1388731000,1828712000,-24.06,0.3,40073,34655
1101,2020,4276000000,강원도 평창군,505440851000,418980466000,20.64,2295600000,902600000,154.33,0.45,43318,52994
1102,2020,4277000000,강원도 정선군,496763098000,461924410000,7.54,524770000,889558000,-41.01,0.11,38718,13554
1103,2020,4278000000,강원도 철원군,500418757000,461030032000,8.54,414158000,290158000,42.74,0.08,48013,8626
1104,2020,4279000000,강원도 화천군,416811593000,331635467000,25.68,73000000,707492000,-89.68,0.02,26264,2779
1105,2020,4280000000,강원도 양구군,395173096000,364232815000,8.49,181700000,884100000,-79.45,0.05,24010,7568
1106,2020,4281000000,강원도 인제군,495452429000,470347012000,5.34,869742000,1296442000,-32.91,0.18,32720,26581
1107,2020,4282000000,강원도 고성군,379986745000,308024162000,23.36,5255312000,3670236000,43.19,1.38,30114,174514
1108,2020,4283000000,강원도 양양군,358155692000,295255343000,21.3,661500000,888520000,-25.55,0.18,27218,24304
1109,2020,4300000000,충청북도,5740886601000,5147136746000,11.54,18188911000,9733382000,86.87,0.32,1591625,11428
1110,2020,4311000000,충청북도 청주시,2719402653000,2489252246000,9.25,4381440000,4581883000,-4.37,0.16,835197,5246
1111,2020,4313000000,충청북도 충주시,1087650871000,953574880000,14.06,3079324000,299646000,927.65,0.28,208350,14780
1112,2020,4315000000,충청북도 제천시,885343098000,798583004000,10.86,877984000,1508560000,-41.8,0.1,136517,6431
1113,2020,4372000000,충청북도 보은군,421869787000,397305589000,6.18,1952682000,669200000,191.79,0.46,34221,57061
1114,2020,4373000000,충청북도 옥천군,531081153000,450187913000,17.97,528917000,231713000,128.26,0.1,52267,10120
1115,2020,4374000000,충청북도 영동군,582102054000,480275342000,21.2,793628000,840014000,-5.52,0.14,50552,15699
1116,2020,4374500000,충청북도 증평군,236828080000,210850364000,12.32,48806000,101956000,-52.13,0.02,37308,1308
1117,2020,4375000000,충청북도 진천군,525122828000,442483875000,18.68,665292000,303502000,119.21,0.13,69950,9511
1118,2020,4376000000,충청북도 괴산군,492211616000,417954306000,17.77,2295416000,925660000,147.98,0.47,38973,58898
1119,2020,4377000000,충청북도 음성군,631020002000,595227137000,6.01,206850000,344154000,-39.9,0.03,97787,2115
